,name,year,vote_average,page_url,image_url,genres,director,actors,description
1200,Kim Possible,2002.0,7.5,https://www.themoviedb.org/tv/2345,https://image.tmdb.org/t/p/w500/xAIm6KkiQKl0UsagMUyhLFzX2X2.jpg,"Comedy,Action&Adventure,Kids,Animation","Mark McCorkle, Bob Schooley","Christy Carlson Romano, Will Friedle, Nancy Cartwright, Tahj Mowry","If there's danger or trouble, Kim Possible is there on the double to save the world from villains... and still make it home in time for cheerleading practice! Luckily, Kim has her sidekick Ron Stoppable and his pet naked mole-rat Rufus by her side."
1203,Good Trouble,2019.0,7.5,https://www.themoviedb.org/tv/80006,https://image.tmdb.org/t/p/w500/tmB1PghtrIBbdrFAmRncuO1wQLQ.jpg,Drama,"Joanna Johnson, Peter Paige, Bradley Bredeweg","Cierra Ramirez, Zuri Adele, Sherry Cola, Bryan Craig, Emma Hunton","After moving to The Coterie in Downtown Los Angeles, Callie and Mariana Foster realize that living on their own is not all that it’s cracked up to be."
1204,The Fosters,2013.0,7.5,https://www.themoviedb.org/tv/46880,https://image.tmdb.org/t/p/w500/iRCmazqaUNNsgZyR6tNDl88pXp3.jpg,Drama,"Bradley Bredeweg, Peter Paige","Teri Polo, Sherri Saum, Hayden Byerly, Noah Centineo, David Lambert","Stef Foster, a dedicated police officer, and her partner Lena Adams, a school vice principal, have built a close-knit, loving family with Stef's biological son from a previous marriage, Brandon, and their adopted twins, Mariana and Jesus. Their lives are disrupted in unexpected ways when Lena meets Callie, a hardened teen with an abusive past who has spent her life in and out of foster homes. Lena and Stef welcome Callie and her brother, Jude, into their home thinking it's just for a few weeks, until a more permanent placement can be found. But life has something else in store for the Fosters."
1205,Lovebird,2013.0,7.5,https://www.themoviedb.org/tv/65556,https://image.tmdb.org/t/p/w500/A4BjPVn2E4mG8ayaf03hrCl6p0F.jpg,"Romance,Drama,Family","Reşat Nuri Güntekin, Sevgi Yılmaz","Fahriye Evcen, Burak Özçivit, Begüm Kütük, Elif İskender, Mehmet Özgür","Tells the story of Feride, an orphaned young girl who is forced to attend a boarding school. While she visits her aunt during holidays, she falls in love with her cousin Kamran. Soon, their love grows to be mutual and intensifies."
1209,Explained,2018.0,7.5,https://www.themoviedb.org/tv/79746,https://image.tmdb.org/t/p/w500/4iiV2Fh4EA5of5B9Wtgllu0WDWA.jpg,Documentary,Ezra Klein,Not specified,"This documentary series, made in partnership with Vox, explain some of the world's current trends, from politics, to science to pop culture."
1211,Absolutely Fabulous,1992.0,7.5,https://www.themoviedb.org/tv/4493,https://image.tmdb.org/t/p/w500/s6HrSQwSwtzLlJYq2yeur3J5iR9.jpg,Comedy,"Dawn French, Jennifer Saunders","Jennifer Saunders, Joanna Lumley, Julia Sawalha, June Whitfield, Jane Horrocks","Set in the world of fashion and PR, immature fun-loving mother Edina Monsoon and her best friend Patsy drive Eddie's sensible daughter, Saffron, up the wall with their constant drug abuse and outrageous selfishness. Numerous in-jokes and heavy doses of cruel humour have made this series a cult hit in the UK and abroad."
1212,Bob Hearts Abishola,2019.0,7.5,https://www.themoviedb.org/tv/92461,https://image.tmdb.org/t/p/w500/7NQRz0RcN2ohT98fZv287YEddtW.jpg,Comedy,"Chuck Lorre, Gina Yashere, Eddie Gorodetsky, Alan J. Higgins","Billy Gardell, Folake Olowofoyeku, Gina Yashere, Christine Ebersole, Matt Jones","A love story about a middle-aged compression sock businessman from Detroit who unexpectedly falls for his cardiac nurse, a Nigerian immigrant, while recovering from a heart attack and sets his sights on winning her over."
1214,Shameless,2004.0,7.5,https://www.themoviedb.org/tv/1906,https://image.tmdb.org/t/p/w500/kE30UWJvJZ03KIIJMmL6m6YoG0l.jpg,"Comedy,Drama",Paul Abbott,"David Threlfall, Nicky Evans, Rebecca Atkinson, Tina Malone, Aaron McCusker","The story of a young group of siblings pretty much abandoned by their parents, surviving by their wits - and humor - on a rough Manchester council estate. Whilst they won't admit it, they need help and find it in Steve, a young middle class lad who falls for Fiona, the oldest sibling, and increasingly finds himself drawn to this unconventional and unique family. Anarchic family life seen through the eyes of an exceptionally bright fifteen year old, who struggles to come of age in the context of his belligerent father, closeted brother, psychotic sister and internet porn star neighbors."
1215,Bares für Rares,2013.0,7.5,https://www.themoviedb.org/tv/79917,https://image.tmdb.org/t/p/w500/j9SzcU00nl64FdgLs4otaHBfRkj.jpg,"Talk,Reality,Documentary",Not specified,"Horst Lichter, Volker Wolf","In the show, selected applicants each present a curiosity, rarity or antique they have brought with them. Once they have received their expertise, they will have the opportunity on site to offer their exhibit to a changing five-person podium for sale and, ideally, to sell it to the highest bidder for „Bares“ (""cash"")."
1217,My Siblings,2021.0,7.5,https://www.themoviedb.org/tv/119267,https://image.tmdb.org/t/p/w500/p2wOxI0GAlckcgoGF14r31dYiPr.jpg,"Drama,Family",Gül Abus Semerci,"Su Burcu Yazgı Coşkun, Bilal Yiğit Koçak, Melis Minkari, Recep Usta, Fadik Sevin Atasoy",Four siblings have to struggle with life after their parents' death.
1218,Tracker,2024.0,7.5,https://www.themoviedb.org/tv/211288,https://image.tmdb.org/t/p/w500/otula4h1ITZ0eV84eg7Lb8u614C.jpg,"Crime,Drama",Ben H. Winters,"Justin Hartley, Fiona Rene","Lone-wolf survivalist Colter Shaw roams the country as a “reward seeker,” using his expert tracking skills to help private citizens and law enforcement solve all manner of mysteries while contending with his own fractured family."
1219,The Powerpuff Girls,1998.0,7.5,https://www.themoviedb.org/tv/607,https://image.tmdb.org/t/p/w500/4CMPCuP6ihU5UvTStv23aGEEMuC.jpg,"Comedy,Action&Adventure,Kids,Family,Animation",Craig McCracken,"Cathy Cavadini, Tara Strong, E. G. Daily, Tom Kenny, Tom Kane","The Powerpuff Girls is a animated television series about Blossom, Bubbles, and Buttercup, three kindergarten-aged girls with superpowers, as well as their ""father"", the brainy scientist Professor Utonium, who all live in the fictional city of Townsville, USA. The girls are frequently called upon by the town's childlike and naive mayor to help fight nearby criminals using their powers."
1220,Murdaugh: Death in the Family,2025.0,7.5,https://www.themoviedb.org/tv/270734,https://image.tmdb.org/t/p/w500/fqNT4hsPdA0999NEMuLVeja4Cm2.jpg,"Crime,Drama","Michael D. Fuller, Erin Lee Carr","Patricia Arquette, Jason Clarke, J. Smith-Cameron, Will Harrison, Johnny Berchtold","Maggie and Alex enjoy a lavish life of privilege as members of one of South Carolina's most powerful legal dynasties. But when their son Paul is involved in a deadly boat crash, the family is faced with a test unlike any they've ever encountered. As details come to light and new challenges emerge, the family's connections to several mysterious deaths raise questions which threaten everything Maggie and Alex hold dear."
1222,The Mary Tyler Moore Show,1970.0,7.5,https://www.themoviedb.org/tv/2962,https://image.tmdb.org/t/p/w500/nFsgsmK7isjtdEVTL35mJEQZHuO.jpg,Comedy,"Allan Burns, James L. Brooks","Mary Tyler Moore, Ed Asner, Gavin MacLeod, Ted Knight","30-year-old single Mary Richards moves to Minneapolis to start a new life after a romantic break-up. There she reacquaints with Phyllis who rents her a room, and meets her upstairs neighbor and new best friend Rhoda. Mary unexpectedly lands a job as associate producer at the TV station WJM, where she works alongside her bristly boss, Lou; the comical newswriter, Murray; and the newscast's often-incompetent anchor, Ted."
1223,Extra 3,2004.0,7.5,https://www.themoviedb.org/tv/62102,https://image.tmdb.org/t/p/w500/xuJffmaJ4sbJDsK4rXInAU1huSo.jpg,"Comedy,Documentary",Peter Merseburger,Not specified,Extra 3 is a political satirical magazine from Norddeutscher Rundfunk (NDR).
1224,Escape from the Trilateral Slopes,2024.0,7.5,https://www.themoviedb.org/tv/252636,https://image.tmdb.org/t/p/w500/89VKjiQxlSAYHZHX8U5e6D9WzRp.jpg,"Crime,Drama",Shen Xingxing,"Guo Qilin, Francis Ng Chun-Yu, You Yongzhi, Wang Xun, Qi Xi","Trilateral Slopes, a tropical exotic melting pot teeming with all kinds of people, a place where prosperity and decay coexist. Shen Xing, a laborer who unexpectedly ends up here, crosses paths with Mr. Cai, a local wheeler-dealer navigating through the various forces at play. Together, they embark on an adventure, guided by a glimmer of kindness, as they face the struggle between staying and escaping. How will their story unfold in the midst of the disarray?"
1225,The Professionals,1977.0,7.5,https://www.themoviedb.org/tv/11174,https://image.tmdb.org/t/p/w500/dcWbH33uUGk8pKmIgqX3hRkBNeN.jpg,"Crime,Drama,Action&Adventure",Brian Clemens,"Lewis Collins, Martin Shaw, Gordon Jackson","The lives of Bodie and Doyle, top agents for Britain's CI5 (Criminal Intelligence 5), and their controller, George Cowley. 

The mandate of CI5 was to fight terrorism and similar high-profile crimes. Cowley, a hard ex-MI5 operative, hand-picked each of his men. Bodie is a cynical ex-SAS paratrooper and mercenary whose nature ran to controlled violence, while his partner, Doyle, comes to CI5 from the regular police force, and is more of an open minded liberal. Their relationship is often contentious, but they are the top men in their field, and the ones to whom Cowley always assigned to the toughest cases."
1227,Nobody Wants This,2024.0,7.495,https://www.themoviedb.org/tv/250923,https://image.tmdb.org/t/p/w500/cUpIceeJJoRqUHSCzh6jRSmlpkA.jpg,"Comedy,Drama",Erin Foster,"Kristen Bell, Adam Brody, Justine Lupe, Timothy Simons, Jackie Tohn","An agnostic sex podcaster and a newly single rabbi fall in love, but can their relationship survive their wildly different lives and meddling families?"
1228,Ray Donovan,2013.0,7.495,https://www.themoviedb.org/tv/1423,https://image.tmdb.org/t/p/w500/cwJ6nLNvX62By0yoLYWFhRelPkF.jpg,Drama,Ann Biderman,"Liev Schreiber, Eddie Marsan, Dash Mihok, Pooch Hall, Kerris Dorsey","Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players, and makes their problems disappear. His father's unexpected release from prison sets off a chain of events that shakes the Donovan family to its core."
1230,RuPaul's Drag Race,2009.0,7.494,https://www.themoviedb.org/tv/8514,https://image.tmdb.org/t/p/w500/lgJvUN66DXJZyZjfYzbkwMAi1iI.jpg,Reality,"RuPaul, Fenton Bailey, Randy Barbato","RuPaul, Michelle Visage","Join RuPaul, the world's most famous drag queen, as the host, mentor and judge for the ultimate in drag queen competitions. The top drag queens in the U.S. will vie for drag stardom as RuPaul, in full glamazon drag, will reign supreme in all judging and eliminations while helping guide the contestants as they prepare for each challenge."
1231,Call the Midwife,2012.0,7.494,https://www.themoviedb.org/tv/39793,https://image.tmdb.org/t/p/w500/b1p0nL00x563ACkcmGNIRP4ZnkA.jpg,Drama,Heidi Thomas,"Vanessa Redgrave, Helen George, Jenny Agutter, Judy Parfitt, Cliff Parisi","Drama following the lives of a group of midwives working in the poverty-stricken East End of London during the 1950s, based on the best-selling memoirs of Jennifer Worth."
1233,Knight Rider,2008.0,7.491,https://www.themoviedb.org/tv/15655,https://image.tmdb.org/t/p/w500/e93H0P6GYoDUhHR5uCdmfLDAvKt.jpg,"Crime,Drama,Action&Adventure",Glen A. Larson,"Justin Bruening, Deanna Russo, Bruce Davison, Sydney Tamiia Poitier, Yancey Arias","On the heels of NBC's hit movie, the iconic 1980s television classic  comes roaring back to life as a reinvented, updated and super-charged  action series showcasing the new KITT (Knight Industries Three  Thousand). Absolutely the coolest car ever created, KITT is equipped  with an ""AI"" (artificial intelligence) that is capable of hacking almost  any system. Its weapons systems match that of a jet fighter, and its  body is capable of actually transforming into other vehicles and using  sophisticated holographic imagery to elude villains."
1236,The Sinner,2017.0,7.488,https://www.themoviedb.org/tv/39852,https://image.tmdb.org/t/p/w500/rmibFGdqOe0kKKhPls0jVOdZCWw.jpg,"Crime,Drama",Derek Simonds,"Bill Pullman, Frances Fisher, Alice Kremelberg, Neal Huff, Cindy Cheung","In a small New York town, a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons."
1239,WWE SmackDown,1999.0,7.486,https://www.themoviedb.org/tv/1549,https://image.tmdb.org/t/p/w500/1WA4RvB4aJ7LY4s9xEw0SkRaS5x.jpg,Reality,Paul Levesque,Not specified,"The superstars of World Wrestling Entertainment's ""SmackDown"" brand collide each and every Friday on WWE Friday Night SmackDown."
1240,A Man on the Inside,2024.0,7.486,https://www.themoviedb.org/tv/245312,https://image.tmdb.org/t/p/w500/dNGxPl6nevJt1Krv909t8k1MXwR.jpg,"Crime,Comedy",Michael Schur,"Ted Danson, Mary Elizabeth Ellis, Lilah Richcreek Estrada, Max Greenfield, Gary Cole",A retired professor gets a new lease on life when a private investigator hires him to go undercover inside a San Francisco retirement home.
1242,The Terminal List: Dark Wolf,2025.0,7.483,https://www.themoviedb.org/tv/219760,https://image.tmdb.org/t/p/w500/9mYeRoWguq5etbwJRdF8BXFKiF.jpg,"Drama,Action&Adventure","Jack Carr, David DiGilio","Taylor Kitsch, Tom Hopper","Before The Terminal List, Navy SEAL Ben Edwards finds himself entangled in the black operations side of the CIA. The deeper Ben goes into the 'gray', the harder it will become to not give himself over to his darker impulses. Every man has two wolves inside him – light and dark – fighting for control. Which wolf will Ben Edwards feed?"
1244,Switched at Birth,2011.0,7.481,https://www.themoviedb.org/tv/37632,https://image.tmdb.org/t/p/w500/db5XnOxGcUHeNhBRNbHfqTlzXmk.jpg,"Drama,Family",Lizzy Weiss,"Vanessa Marano, Katie Leclerc, Lucas Grabeel, Lea Thompson, Constance Marie","The story of two teenage girls who discover they were accidentally switched as newborns in the hospital. Bay Kennish grew up in a wealthy family with two parents and a brother, while Daphne Vasquez, who lost her hearing at an early age due to a case of meningitis, grew up with a single mother in a working-class neighborhood. Things come to a dramatic head when both families meet and struggle to learn how to live together for the sake of the girls."
1245,Sneaky Pete,2015.0,7.479,https://www.themoviedb.org/tv/64199,https://image.tmdb.org/t/p/w500/nNpcea9lLHI4iv8QpOIvHveVnT9.jpg,"Crime,Drama","David Shore, Bryan Cranston","Giovanni Ribisi, Marin Ireland, Margo Martindale, Peter Gerety, Shane McRae","A con man on the run from a vicious gangster takes cover from his past by assuming the identity of his prison cellmate, Pete, “reuniting” with Pete’s estranged family, a colorful, dysfunctional group that threatens to drag him into a world just as dangerous as the one he’s trying to escape - and, just maybe, give him a taste of the loving family he’s never had."
